Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Wednesday, May 31",OAK,Home,ATL,L,2.0,4.0,9.0,12-46,5.0,24.5,Shuster,Kaprielian,Iglesias,2.3166666666666664,D,6429.0,.00,-1,,16.1,67.0,215.48883674,0.0,,29.5,0.07407407407407407
"Friday, Jun 2",OAK,@,MIA,L,0.0,4.0,9.0,12-47,5.0,25.5,Cabrera,Fujinami,None,2.3,N,8582.0,.00,-2,,22.8,90.0,201.8678115,0.0,,5.4,0.1111111111111111
"Saturday, Jun 3",OAK,@,MIA,L,1.0,12.0,9.0,12-48,5.0,26.5,Pérez,Medina,Soriano,3.0166666666666666,D,10649.0,.00,-3,,26.7,76.0,231.8678115,0.0,,5.4,0.1111111111111111
"Sunday, Jun 4",OAK,@,MIA,L,5.0,7.0,9.0,12-49,5.0,27.5,Scott,Pruitt,Floro,2.6,D,12507.0,.00,-4,,26.1,85.0,241.8678115,0.0,,5.4,0.1111111111111111
"Monday, Jun 5",OAK,@,PIT,L,4.0,5.0,9.0,12-50,5.0,28.5,Perdomo,Moll,Holderman,3.216666666666667,N,11566.0,.00,-5,,17.8,33.0,293.4235757,0.0,,18.4,0.037037037037037035
"Tuesday, Jun 6",OAK,@,PIT,W,11.0,2.0,9.0,13-50,5.0,28.5,Kaprielian,Keller,None,2.7666666666666666,N,13691.0,.00,1,,17.2,46.0,243.42357570000001,0.0,,9.4,0.07407407407407407
"Wednesday, Jun 7",OAK,@,PIT,W,9.0,5.0,9.0,14-50,5.0,27.5,Harris,Contreras,May,2.9833333333333334,D,14550.0,.00,2,,18.3,45.0,213.42357570000001,0.0,,14.8,0.1111111111111111
"Friday, Jun 9",OAK,@,MIL,W,5.0,2.0,9.0,15-50,5.0,26.5,Medina,Houser,May,3.0,N,30657.0,.00,3,,15.6,49.0,191.1462953,0.0,,5.4,0.07407407407407407
"Saturday, Jun 10",OAK,@,MIL,W,2.0,1.0,10.0,16-50,5.0,26.5,Fujinami,Payamps,Long,3.1166666666666667,D,35157.0,.00,4,,17.8,40.0,61.14629529999999,0.0,,5.4,0.07407407407407407
"Sunday, Jun 11",OAK,@,MIL,W,8.0,6.0,9.0,17-50,5.0,25.5,Sears,Peralta,Long,3.3166666666666664,D,31363.0,.00,5,,15.6,78.0,241.1462953,0.0,,25.9,0.25925925925925924
"Monday, Jun 12",OAK,Home,TBR,W,4.0,3.0,9.0,18-50,5.0,24.5,Kaprielian,Eflin,Waldichuk,2.5166666666666666,N,4848.0,.00,6,,15.6,72.0,215.48883674,0.0,,16.6,0.1111111111111111
"Tuesday, Jun 13",OAK,Home,TBR,W,2.0,1.0,9.0,19-50,5.0,23.5,Harris,Poche,May,2.3166666666666664,N,27759.0,.00,7,,16.7,70.0,225.48883674,0.0,,20.5,0.1111111111111111
"Wednesday, Jun 14",OAK,Home,TBR,L,3.0,6.0,9.0,19-51,5.0,24.5,Glasnow,Medina,Adam,2.9333333333333336,N,7055.0,.00,-1,,15.0,78.0,235.48883674,0.0,,22.3,0.1111111111111111
"Thursday, Jun 15",OAK,Home,TBR,L,3.0,4.0,9.0,19-52,5.0,24.5,Stephenson,Pruitt,Fairbanks,2.9166666666666665,D,7133.0,.00,-2,,14.4,81.0,255.48883674,0.0,,20.5,0.07407407407407407
"Friday, Jun 16",OAK,Home,PHI,L,1.0,6.0,9.0,19-53,5.0,24.5,Walker,Sears,None,2.35,N,16084.0,.00,-3,,15.6,75.0,245.48883674,0.0,,18.4,0.07407407407407407
"Saturday, Jun 17",OAK,Home,PHI,L,2.0,3.0,12.0,19-54,5.0,25.5,Vasquez,Waldichuk,Hoffman,3.45,D,12015.0,.00,-4,,14.4,84.0,245.48883674,0.0,,24.1,0.07407407407407407
"Sunday, Jun 18",OAK,Home,PHI,L,2.0,3.0,9.0,19-55,5.0,26.5,Wheeler,Harris,Marte,2.5833333333333335,D,24326.0,.00,-5,,14.4,81.0,235.48883674,0.0,,25.9,0.1111111111111111
"Tuesday, Jun 20",OAK,@,CLE,L-wo,2.0,3.0,10.0,19-56,5.0,27.0,De Los Santos,May,None,2.95,N,17773.0,.00,-6,,20.0,84.0,40.74520769999998,0.0,,20.5,0.1111111111111111
"Wednesday, Jun 21",OAK,@,CLE,L,6.0,7.0,9.0,19-57,5.0,28.0,Morgan,Pruitt,Clase,2.75,N,17853.0,.00,-7,,25.6,56.0,70.74520769999998,0.0,,9.4,0.037037037037037035
"Thursday, Jun 22",OAK,@,CLE,L,1.0,6.0,9.0,19-58,5.0,28.5,Sandlin,Sears,None,2.466666666666667,D,23969.0,.00,-8,,25.0,48.0,150.74520769999998,0.0,,14.8,0.1111111111111111
"Friday, Jun 23",OAK,@,TOR,W,5.0,4.0,9.0,20-58,5.0,28.5,Erceg,Romano,May,2.45,N,34988.0,.00,1,,21.0,51.0,89.9095893,0.0,,14.0,0.1111111111111111
"Saturday, Jun 24",OAK,@,TOR,L,3.0,7.0,9.0,20-59,5.0,28.5,Berríos,Fujinami,Romano,2.716666666666667,D,41720.0,.00,-1,,19.6,89.0,56.90958929999999,0.0,,13.0,0.1111111111111111
"Sunday, Jun 25",OAK,@,TOR,L,1.0,12.0,9.0,20-60,5.0,28.5,Kikuchi,Medina,None,2.6,D,41069.0,.00,-2,,24.0,72.0,327.9095893,0.0,,9.7,0.1111111111111111
"Tuesday, Jun 27",OAK,Home,NYY,W,2.0,1.0,9.0,21-60,5.0,28.0,Blackburn,Brito,Moll,2.6,N,13050.0,.00,1,,15.0,75.0,195.48883674,0.0,,27.7,0.07407407407407407
"Wednesday, Jun 28",OAK,Home,NYY,L,0.0,11.0,9.0,21-61,5.0,29.0,Germán,Sears,None,2.5,N,12479.0,.00,-1,,14.4,78.0,225.48883674,0.0,,18.4,0.07407407407407407
"Thursday, Jun 29",OAK,Home,NYY,L,4.0,10.0,9.0,21-62,5.0,29.0,Schmidt,Harris,None,2.783333333333333,D,14718.0,.00,-2,,14.4,78.0,235.48883674,0.0,,25.9,0.037037037037037035
"Friday, Jun 30",OAK,Home,CHW,W,7.0,4.0,9.0,22-62,5.0,28.0,Medina,Banks,May,2.5666666666666664,N,14181.0,.00,1,,14.4,81.0,235.48883674,0.0,,24.1,0.037037037037037035
"Saturday, Jul 1",OAK,Home,CHW,W-wo,7.0,6.0,10.0,23-62,5.0,28.0,Fujinami,Graveman,None,3.3333333333333335,D,9235.0,.00,2,,16.7,75.0,245.48883674,0.0,,18.4,0.037037037037037035
"Sunday, Jul 2",OAK,Home,CHW,L,7.0,8.0,9.0,23-63,5.0,28.0,Bummer,Blackburn,Santos,2.9333333333333336,D,12107.0,.00,-1,,26.1,47.0,245.48883674,0.0,,16.6,0.07407407407407407
"Tuesday, Jul 4",OAK,@,DET,W,1.0,0.0,10.0,24-63,5.0,27.5,Fujinami,Holton,May,2.55,N,26749.0,.00,1,,22.7,87.0,248.7729507,0.0,,11.0,0.037037037037037035
"Wednesday, Jul 5",OAK,@,DET,W,12.0,3.0,9.0,25-63,5.0,26.5,Waldichuk,Rodríguez,None,2.5833333333333335,N,15149.0,.00,2,,23.6,75.0,358.7729507,0.0,,5.0,0.037037037037037035
"Thursday, Jul 6",OAK,@,DET,L,0.0,9.0,9.0,25-64,5.0,26.5,Lorenzen,Harris,None,2.3,D,15133.0,.00,-1,,25.4,74.0,38.772950699999996,0.0,,13.0,0.037037037037037035
"Friday, Jul 7",OAK,@,BOS,L,3.0,7.0,9.0,25-65,5.0,27.5,Pivetta,Long,None,2.35,N,31157.0,.00,-2,,25.6,71.0,145.82575904,0.0,,14.8,0.07407407407407407
"Saturday, Jul 8",OAK,@,BOS,L,3.0,10.0,9.0,25-66,5.0,27.5,Paxton,Pruitt,Walter,2.7,D,34087.0,.00,-3,,23.9,84.0,155.82575904,0.0,,11.2,0.1111111111111111
"Sunday, Jul 9",OAK,@,BOS,L,3.0,4.0,9.0,25-67,5.0,27.5,Martin,Waldichuk,Jansen,3.0833333333333335,D,35460.0,.00,-4,,20.6,96.0,355.82575904,0.0,,7.6,0.18518518518518517
"Friday, Jul 14",OAK,Home,MIN,L,4.0,5.0,9.0,25-68,5.0,28.5,Jax,Fujinami,Durán,3.466666666666667,N,7923.0,.00,-5,,15.6,80.0,225.48883674,0.0,,20.5,0.037037037037037035
