Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Sunday, Apr 23",LAD,@,CHC,W,7.0,3.0,9.0,12-11,1.0,Tied,Kershaw,Stroman,Graterol,2.3666666666666667,D,33494.0,.99,2,,5.0,67.0,232.38427116,0.0,,18.4,0.1111111111111111
"Tuesday, Apr 25",LAD,@,PIT,W,8.0,7.0,9.0,13-11,1.0,up 0.5,Almonte,Holderman,Miller,2.75,N,10560.0,1.06,3,,2.8,76.0,243.42357570000001,0.0,,0.0,0.1111111111111111
"Wednesday, Apr 26",LAD,@,PIT,L,1.0,8.0,9.0,13-12,2.0,0.5,Contreras,Bickford,None,2.8,N,12152.0,1.11,-1,,8.9,47.0,243.42357570000001,0.0,,0.0,0.14814814814814814
"Thursday, Apr 27",LAD,@,PIT,L,2.0,6.0,9.0,13-13,2.0,1.0,Keller,Urías,None,2.1333333333333333,D,15879.0,1.06,-2,,8.3,46.0,253.42357570000001,0.0,,14.8,0.07407407407407407
"Friday, Apr 28",LAD,Home,STL,W,7.0,3.0,9.0,14-13,2.0,1.0,May,Flaherty,None,3.1333333333333333,N,48138.0,.99,1,,13.9,90.0,333.5154598,0.0,,0.0,0.07407407407407407
"Saturday, Apr 29",LAD,Home,STL,W,1.0,0.0,9.0,15-13,2.0,1.0,Kershaw,Montgomery,Graterol,2.2333333333333334,N,48763.0,1.00,2,,14.4,84.0,333.5154598,0.0,,7.6,0.037037037037037035
"Sunday, Apr 30",LAD,Home,STL,W,6.0,3.0,9.0,16-13,1.0,Tied,Syndergaard,Thompson,Phillips,2.7666666666666666,D,52304.0,1.00,3,,13.9,90.0,333.5154598,0.0,,0.0,0.07407407407407407
"Monday, May 1",LAD,Home,PHI,W,13.0,4.0,9.0,17-13,1.0,up 0.5,González,Walker,None,2.8166666666666664,N,42137.0,1.15,4,,15.6,80.0,333.5154598,0.0,,0.0,0.07407407407407407
"Tuesday, May 2",LAD,Home,PHI,W,13.0,1.0,9.0,18-13,1.0,up 1.5,Urías,Strahm,None,2.7333333333333334,N,42780.0,1.16,5,,15.0,62.0,233.5154598,0.0,,7.6,0.037037037037037035
"Wednesday, May 3",LAD,Home,PHI,W-wo,10.0,6.0,9.0,19-13,1.0,up 1.5,Graterol,Kimbrel,None,2.9333333333333336,D,36539.0,1.18,6,,14.0,62.0,223.5154598,0.0,,9.0,0.1111111111111111
"Friday, May 5",LAD,@,SDP,L,2.0,5.0,9.0,19-14,1.0,up 0.5,Darvish,Kershaw,Hader,2.6166666666666667,N,45116.0,1.27,-1,,16.1,62.0,240.26252469999997,0.0,,11.2,0.1111111111111111
"Saturday, May 6",LAD,@,SDP,W,2.0,1.0,9.0,20-14,1.0,up 0.5,May,Snell,Phillips,2.6166666666666667,N,42402.0,1.31,1,,17.2,63.0,300.2625247,0.0,,13.0,0.1111111111111111
"Sunday, May 7",LAD,@,SDP,W,5.0,2.0,10.0,21-14,1.0,up 1.5,Ferguson,Honeywell,Phillips,3.2,D,43994.0,1.30,2,,16.1,67.0,340.2625247,0.0,,11.2,0.07407407407407407
"Monday, May 8",LAD,@,MIL,L,3.0,9.0,9.0,21-15,1.0,up 0.5,Peralta,Gonsolin,None,2.3,N,22847.0,1.28,-1,,10.0,93.0,271.1462953,0.0,,5.4,0.18518518518518517
